10a.sql,29966.73893928528
10b.sql,502.61378288269043
10c.sql,11437.440395355225
11a.sql,189.73970413208008
11b.sql,22.58133888244629
11c.sql,5002.784252166748
11d.sql,301.39875411987305
12a.sql,5118.389844894409
12b.sql,20.052194595336914
12c.sql,12708.954095840454
13a.sql,7778.712034225464
13b.sql,1339.8964405059814
13c.sql,1346.9741344451904
13d.sql,6469.021320343018
14a.sql,2128.807306289673
14b.sql,265.4252052307129
14c.sql,1423.2518672943115
15a.sql,1057.1589469909668
15b.sql,63.094377517700195
15c.sql,1539.5557880401611
15d.sql,1504.2932033538818
16a.sql,944.6492195129395
16b.sql,31825.26969909668
16c.sql,1625.3817081451416
16d.sql,1598.745584487915
17a.sql,32212.542057037354
17b.sql,11826.677083969116
17c.sql,10306.431293487549
17d.sql,10722.388744354248
17e.sql,15104.097127914429
17f.sql,12730.474472045898
18a.sql,12277.148723602295
18b.sql,403.3384323120117
18c.sql,15502.348899841309
19a.sql,1181.9343566894531
19b.sql,315.08493423461914
19c.sql,17726.869106292725
19d.sql,18053.964376449585
1a.sql,18.088102340698242
1b.sql,3.9632320404052734
1c.sql,8.572816848754883
1d.sql,3.875255584716797
20a.sql,142298.34079742432
20b.sql,63733.21008682251
20c.sql,64255.48005104065
21a.sql,189.53561782836914
21b.sql,55.147647857666016
21c.sql,81.41851425170898
22a.sql,2132.1535110473633
22b.sql,476.1509895324707
22c.sql,3546.553373336792
22d.sql,4268.509864807129
23a.sql,842.2629833221436
23b.sql,395.1256275177002
23c.sql,1659.9390506744385
24a.sql,1409.7585678100586
24b.sql,503.9048194885254
25a.sql,10758.216142654419
25b.sql,800.1351356506348
25c.sql,18478.439569473267
26a.sql,31321.383953094482
26b.sql,30649.27887916565
26c.sql,78778.50103378296
27a.sql,202.72469520568848
27b.sql,205.5826187133789
27c.sql,169.43788528442383
28a.sql,73019.38772201538
28b.sql,19198.497772216797
28c.sql,119005.6779384613
29a.sql,4736.5171909332275
29b.sql,4228.771686553955
29c.sql,18196.433782577515
2a.sql,1540.1887893676758
2b.sql,762.8180980682373
2c.sql,576.6816139221191
2d.sql,1181.1325550079346
30a.sql,1639.798879623413
30b.sql,382.6477527618408
30c.sql,7860.290050506592
31a.sql,3603.980302810669
31b.sql,788.461446762085
31c.sql,3223.6618995666504
32a.sql,17.508983612060547
32b.sql,238.09218406677246
33a.sql,339.78748321533203
33b.sql,251.0838508605957
33c.sql,158.32948684692383
3a.sql,341.7787551879883
3b.sql,174.4515895843506
3c.sql,710.5638980865479
4a.sql,196.3784694671631
4b.sql,78.91607284545898
4c.sql,183.90369415283203
5a.sql,494.4911003112793
5b.sql,298.33316802978516
5c.sql,590.5661582946777
6a.sql,427.7341365814209
6b.sql,539.8900508880615
6c.sql,18.316030502319336
6d.sql,18244.148015975952
6e.sql,49.315452575683594
6f.sql,9803.225040435791
7a.sql,3688.3792877197266
7b.sql,383.32271575927734
7c.sql,20480.01766204834
8a.sql,5825.2928256988525
8b.sql,482.6643466949463
8c.sql,20667.863845825195
8d.sql,4266.122817993164
9a.sql,1327.631950378418
9b.sql,897.5381851196289
9c.sql,1973.4272956848145
9d.sql,8184.634685516357
fkindexes.sql,-1
schema.sql,-1
